"","depto","gestion","mes","dia","hora","estacion","numestac","longitud","latitud","altura","precip","temp","tempmed","tempmax","tempmin","humed","humedmedia","humedmax","humedmin","velmedia","velmax","velmin","dirvient","dirvientmed","dirvientmax","dirvientmin","eto","nubo","presion","presionmed","presionmax","presionmin"
"636","Chuquisaca",2022,1,16,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,22.5,6.9,NA,62,78,47,NA,20.39,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"637","Chuquisaca",2022,1,17,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,22.1,12.1,NA,59,68,48,NA,18.53,7.41,NA,NA,2,11,NA,NA,NA,NA,NA,NA
"638","Chuquisaca",2022,1,18,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,1.3,NA,NA,21.1,10.1,NA,66,73,61,NA,22.24,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"639","Chuquisaca",2022,1,19,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,19.9,10.3,NA,67,81,59,NA,25.94,7.41,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"640","Chuquisaca",2022,1,20,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.2,10.1,NA,54,80,34,NA,16.68,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA
"641","Chuquisaca",2022,1,21,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,16.7,NA,NA,20.3,7.2,NA,62,83,49,NA,29.65,5.56,NA,NA,4,10,NA,NA,NA,NA,NA,NA
"642","Chuquisaca",2022,1,22,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,22.2,10.8,NA,67,88,46,NA,12.97,11.12,NA,NA,9,9,NA,NA,NA,NA,NA,NA
"643","Chuquisaca",2022,1,23,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,5.7,NA,NA,20.4,11.1,NA,69,90,48,NA,25.94,12.97,NA,NA,4,15,NA,NA,NA,NA,NA,NA
"644","Chuquisaca",2022,1,24,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,3.1,NA,NA,16.8,9.7,NA,82,98,66,NA,25.94,12.97,NA,NA,4,15,NA,NA,NA,NA,NA,NA
"645","Chuquisaca",2022,1,25,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,3,NA,NA,21,9.1,NA,59,76,44,NA,22.24,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA
"646","Chuquisaca",2022,1,26,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.6,11.5,NA,60,85,45,NA,20.39,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA
"647","Chuquisaca",2022,1,27,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,20.3,NA,NA,16.4,9.3,NA,75,92,65,NA,18.53,9.27,NA,NA,16,4,NA,NA,NA,NA,NA,NA
"648","Chuquisaca",2022,1,28,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,18.2,9.1,NA,77,86,59,NA,16.68,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA
"649","Chuquisaca",2022,1,29,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,3.2,NA,NA,19,9.1,NA,76,88,63,NA,22.24,5.56,NA,NA,1,4,NA,NA,NA,NA,NA,NA
"650","Chuquisaca",2022,1,30,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,20.7,10.1,NA,58,81,37,NA,24.09,7.41,NA,NA,16,11,NA,NA,NA,NA,NA,NA
"651","Chuquisaca",2022,1,31,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,17.5,10.2,NA,77,94,56,NA,24.09,11.12,NA,NA,1,16,NA,NA,NA,NA,NA,NA
"652","Chuquisaca",2022,2,1,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,23.6,NA,NA,11.1,8.6,NA,94,97,90,NA,20.39,9.27,NA,NA,4,3,NA,NA,NA,NA,NA,NA
"653","Chuquisaca",2022,2,2,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,4.4,NA,NA,15.1,8.2,NA,75,87,64,NA,18.53,11.12,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"654","Chuquisaca",2022,2,3,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,18.7,8.8,NA,67,92,54,NA,14.83,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"655","Chuquisaca",2022,2,4,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,1.2,NA,NA,17.8,9.4,NA,74,89,66,NA,25.94,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"656","Chuquisaca",2022,2,5,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,1.6,NA,NA,18,10.1,NA,78,91,69,NA,27.8,5.56,NA,NA,3,4,NA,NA,NA,NA,NA,NA
"657","Chuquisaca",2022,2,6,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,1,NA,NA,15.1,8.2,NA,63,80,51,NA,16.68,11.12,NA,NA,3,2,NA,NA,NA,NA,NA,NA
"658","Chuquisaca",2022,2,7,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,17.9,8.7,NA,63,83,53,NA,25.94,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"659","Chuquisaca",2022,2,8,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,18.6,9.1,NA,67,87,52,NA,24.09,14.83,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"660","Chuquisaca",2022,2,9,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0.6,NA,NA,14.5,8.4,NA,82,93,67,NA,24.09,14.83,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"661","Chuquisaca",2022,2,10,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,19.1,8.4,NA,68,93,56,NA,20.39,11.12,NA,NA,1,16,NA,NA,NA,NA,NA,NA
"662","Chuquisaca",2022,2,11,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,19.7,9.2,NA,66,79,55,NA,24.09,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA
"663","Chuquisaca",2022,2,12,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,14.2,10.2,NA,81,89,73,NA,27.8,12.97,NA,NA,16,4,NA,NA,NA,NA,NA,NA
"664","Chuquisaca",2022,2,13,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,12.3,NA,NA,16.8,8.1,NA,78,97,57,NA,16.68,7.41,NA,NA,1,3,NA,NA,NA,NA,NA,NA
"665","Chuquisaca",2022,2,14,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,1.8,NA,NA,19.4,8.8,NA,68,97,53,NA,22.24,9.27,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"666","Chuquisaca",2022,2,15,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,19.2,9,NA,67,85,55,NA,16.68,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"667","Chuquisaca",2022,2,16,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.1,10.4,NA,60,85,46,NA,27.8,9.27,NA,NA,3,16,NA,NA,NA,NA,NA,NA
"668","Chuquisaca",2022,2,17,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,22.4,9.8,NA,56,83,34,NA,35.21,0,NA,NA,3,0,NA,NA,NA,NA,NA,NA
"669","Chuquisaca",2022,2,18,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,8.1,NA,NA,20.4,9,NA,65,89,49,NA,20.39,5.56,NA,NA,16,12,NA,NA,NA,NA,NA,NA
"670","Chuquisaca",2022,2,19,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,20.2,10.6,NA,72,89,55,NA,18.53,11.12,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"671","Chuquisaca",2022,2,20,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,15.2,NA,NA,20.3,8.7,NA,62,73,52,NA,24.09,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"672","Chuquisaca",2022,2,21,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,8.6,NA,NA,19.7,9.7,NA,62,67,54,NA,14.83,11.12,NA,NA,16,12,NA,NA,NA,NA,NA,NA
"673","Chuquisaca",2022,2,22,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,16.2,9.4,NA,78,85,70,NA,16.68,7.41,NA,NA,3,14,NA,NA,NA,NA,NA,NA
"674","Chuquisaca",2022,2,23,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,1.2,NA,NA,19.2,8.6,NA,73,89,60,NA,22.24,9.27,NA,NA,1,15,NA,NA,NA,NA,NA,NA
"675","Chuquisaca",2022,2,24,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,22.2,8.5,NA,67,89,56,NA,22.24,5.56,NA,NA,3,10,NA,NA,NA,NA,NA,NA
"676","Chuquisaca",2022,2,25,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21,10.1,NA,60,84,44,NA,18.53,9.27,NA,NA,16,4,NA,NA,NA,NA,NA,NA
"677","Chuquisaca",2022,2,26,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.8,10.7,NA,62,89,44,NA,12.97,11.12,NA,NA,15,15,NA,NA,NA,NA,NA,NA
"678","Chuquisaca",2022,2,27,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,24.1,10.9,NA,54,79,41,NA,18.53,9.27,NA,NA,1,16,NA,NA,NA,NA,NA,NA
"679","Chuquisaca",2022,2,28,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,24.4,11.1,NA,56,67,47,NA,24.09,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA
"680","Chuquisaca",2022,3,1,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,3.8,NA,NA,20.8,10.2,NA,64,89,48,NA,22.24,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA
"681","Chuquisaca",2022,3,2,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.4,10.5,NA,62,84,45,NA,20.39,11.12,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"682","Chuquisaca",2022,3,3,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,8.8,NA,NA,20.8,10.9,NA,66,90,48,NA,18.53,9.27,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"683","Chuquisaca",2022,3,4,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.7,10.9,NA,61,89,46,NA,12.97,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA
"684","Chuquisaca",2022,3,5,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,3.1,NA,NA,21,10.6,NA,72,89,55,NA,9.27,5.56,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"685","Chuquisaca",2022,3,6,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.7,9.4,NA,59,86,44,NA,20.39,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA
"686","Chuquisaca",2022,3,7,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,22.4,11,NA,58,86,45,NA,16.68,7.41,NA,NA,3,14,NA,NA,NA,NA,NA,NA
"687","Chuquisaca",2022,3,8,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,10.2,NA,NA,17.5,9.2,NA,70,88,52,NA,11.12,5.56,NA,NA,11,15,NA,NA,NA,NA,NA,NA
"688","Chuquisaca",2022,3,9,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,19.8,8.5,NA,64,86,52,NA,22.24,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA
"689","Chuquisaca",2022,3,10,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,20.8,9,NA,58,83,41,NA,25.94,0,NA,NA,3,0,NA,NA,NA,NA,NA,NA
"690","Chuquisaca",2022,3,11,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0.2,NA,NA,14.9,10.5,NA,85,92,78,NA,24.09,11.12,NA,NA,3,14,NA,NA,NA,NA,NA,NA
"691","Chuquisaca",2022,3,12,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,5.1,NA,NA,13.7,6.4,NA,82,96,72,NA,20.39,5.56,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"692","Chuquisaca",2022,3,13,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,16.8,9.2,NA,78,88,63,NA,37.06,11.12,NA,NA,16,15,NA,NA,NA,NA,NA,NA
"693","Chuquisaca",2022,3,14,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,8.6,NA,NA,15.8,7.2,NA,84,96,71,NA,24.09,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA
"694","Chuquisaca",2022,3,15,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,5.1,NA,NA,17.4,7,NA,54,88,30,NA,14.83,5.56,NA,NA,5,4,NA,NA,NA,NA,NA,NA
"695","Chuquisaca",2022,3,16,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,18.7,7.5,NA,50,79,34,NA,20.39,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"696","Chuquisaca",2022,3,17,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.7,7.7,NA,51,66,41,NA,18.53,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"697","Chuquisaca",2022,3,18,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,2,NA,NA,19.8,9.7,NA,67,82,54,NA,20.39,0,NA,NA,3,0,NA,NA,NA,NA,NA,NA
"698","Chuquisaca",2022,3,19,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,3.8,NA,NA,13.5,9.9,NA,89,94,82,NA,16.68,5.56,NA,NA,3,16,NA,NA,NA,NA,NA,NA
"699","Chuquisaca",2022,3,20,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,5.8,NA,NA,17.8,9.2,NA,72,87,62,NA,24.09,5.56,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"700","Chuquisaca",2022,3,21,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,17.6,9.9,NA,74,89,62,NA,20.39,12.97,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"701","Chuquisaca",2022,3,22,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,20.4,10,NA,69,94,52,NA,24.09,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"702","Chuquisaca",2022,3,23,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,22.7,10.2,NA,64,82,49,NA,18.53,5.56,NA,NA,16,13,NA,NA,NA,NA,NA,NA
"703","Chuquisaca",2022,3,24,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,22.8,10.7,NA,38,42,36,NA,25.94,12.97,NA,NA,1,8,NA,NA,NA,NA,NA,NA
"704","Chuquisaca",2022,3,25,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,12.8,10.6,NA,92,95,90,NA,18.53,12.97,NA,NA,4,3,NA,NA,NA,NA,NA,NA
"705","Chuquisaca",2022,3,26,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,11.8,NA,NA,16.7,9.8,NA,80,95,65,NA,18.53,11.12,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"706","Chuquisaca",2022,3,27,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,19.5,10.3,NA,65,92,53,NA,18.53,5.56,NA,NA,16,1,NA,NA,NA,NA,NA,NA
"707","Chuquisaca",2022,3,28,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0.4,NA,NA,21.4,7.5,NA,54,81,35,NA,11.12,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"708","Chuquisaca",2022,3,29,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,24.1,8.8,NA,46,80,25,NA,11.12,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA
"709","Chuquisaca",2022,3,30,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,20,9,NA,54,79,40,NA,16.68,14.83,NA,NA,4,3,NA,NA,NA,NA,NA,NA
"710","Chuquisaca",2022,3,31,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,16.7,9.4,NA,71,87,58,NA,27.8,14.83,NA,NA,2,16,NA,NA,NA,NA,NA,NA
"711","Chuquisaca",2022,4,1,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,15.5,7.6,NA,76,93,64,NA,22.24,11.12,NA,NA,16,1,NA,NA,NA,NA,NA,NA
"712","Chuquisaca",2022,4,2,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,17.7,7.6,NA,75,97,57,NA,18.53,16.68,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"713","Chuquisaca",2022,4,3,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,1.8,NA,NA,19.8,8.5,NA,58,93,34,NA,22.24,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"714","Chuquisaca",2022,4,4,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,16.5,10.2,NA,84,96,71,NA,22.24,9.27,NA,NA,15,15,NA,NA,NA,NA,NA,NA
"715","Chuquisaca",2022,4,5,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,20.3,NA,NA,18.1,9.7,NA,69,81,63,NA,24.09,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"716","Chuquisaca",2022,4,6,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,19.5,9.3,NA,64,89,50,NA,22.24,11.12,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"717","Chuquisaca",2022,4,7,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,18.1,9.5,NA,70,83,60,NA,25.94,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"718","Chuquisaca",2022,4,8,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,17.6,9.8,NA,73,87,63,NA,27.8,7.41,NA,NA,16,1,NA,NA,NA,NA,NA,NA
"719","Chuquisaca",2022,4,9,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,20.6,10.4,NA,71,90,51,NA,25.94,9.27,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"720","Chuquisaca",2022,4,10,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,23.5,9.2,NA,54,83,42,NA,12.97,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"721","Chuquisaca",2022,4,11,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,22.4,9.4,NA,41,76,22,NA,22.24,9.27,NA,NA,16,9,NA,NA,NA,NA,NA,NA
"722","Chuquisaca",2022,4,12,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.4,8.8,NA,48,83,30,NA,24.09,9.27,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"723","Chuquisaca",2022,4,13,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,20.2,8.5,NA,55,87,31,NA,35.21,5.56,NA,NA,3,16,NA,NA,NA,NA,NA,NA
"724","Chuquisaca",2022,4,14,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,13.3,7.7,NA,74,86,66,NA,25.94,14.83,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"725","Chuquisaca",2022,4,15,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,16.7,7,NA,63,90,49,NA,24.09,18.53,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"726","Chuquisaca",2022,4,16,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,16.3,7.3,NA,66,87,48,NA,18.53,11.12,NA,NA,1,16,NA,NA,NA,NA,NA,NA
"727","Chuquisaca",2022,4,17,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,14.7,6.8,NA,66,86,53,NA,27.8,14.83,NA,NA,3,16,NA,NA,NA,NA,NA,NA
"728","Chuquisaca",2022,4,18,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,18.5,4.6,NA,55,80,40,NA,25.94,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"729","Chuquisaca",2022,4,19,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.3,6.4,NA,53,85,36,NA,20.39,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"730","Chuquisaca",2022,4,20,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,23.3,6.7,NA,41,78,24,NA,27.8,7.41,NA,NA,1,9,NA,NA,NA,NA,NA,NA
"731","Chuquisaca",2022,4,21,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,20.4,7.3,NA,56,79,40,NA,22.24,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"732","Chuquisaca",2022,4,22,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,24.5,7.8,NA,33,66,18,NA,11.12,9.27,NA,NA,14,8,NA,NA,NA,NA,NA,NA
"733","Chuquisaca",2022,4,23,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.2,7.3,NA,41,56,29,NA,18.53,0,NA,NA,15,0,NA,NA,NA,NA,NA,NA
"734","Chuquisaca",2022,4,24,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,22.9,7.1,NA,38,85,16,NA,29.65,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"735","Chuquisaca",2022,4,25,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,23.2,5.9,NA,31,67,13,NA,14.83,7.41,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"736","Chuquisaca",2022,4,26,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,24.1,6.7,NA,32,66,15,NA,20.39,7.41,NA,NA,16,15,NA,NA,NA,NA,NA,NA
"737","Chuquisaca",2022,4,27,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,26,8.7,NA,20,39,9,NA,16.68,9.27,NA,NA,9,8,NA,NA,NA,NA,NA,NA
"738","Chuquisaca",2022,4,28,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,22.7,7.6,NA,39,54,24,NA,22.24,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA
"739","Chuquisaca",2022,4,29,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,19.1,8.2,NA,66,88,50,NA,29.65,9.27,NA,NA,16,16,NA,NA,NA,NA,NA,NA
"740","Chuquisaca",2022,4,30,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,20.4,9.1,NA,69,89,48,NA,14.83,5.56,NA,NA,16,15,NA,NA,NA,NA,NA,NA
"741","Chuquisaca",2022,5,1,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.7,8.2,NA,51,78,33,NA,22.24,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"742","Chuquisaca",2022,5,2,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,19.1,6.6,NA,66,91,48,NA,27.8,7.41,NA,NA,16,2,NA,NA,NA,NA,NA,NA
"743","Chuquisaca",2022,5,3,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,15.1,9.2,NA,56,70,43,NA,29.65,14.83,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"744","Chuquisaca",2022,5,4,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,18.8,3.4,NA,54,93,34,NA,22.24,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"745","Chuquisaca",2022,5,5,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,20.4,3.6,NA,35,55,19,NA,22.24,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"746","Chuquisaca",2022,5,6,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21.1,5,NA,39,60,27,NA,16.68,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA
"747","Chuquisaca",2022,5,7,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,17,3.7,NA,60,84,39,NA,20.39,5.56,NA,NA,1,16,NA,NA,NA,NA,NA,NA
"748","Chuquisaca",2022,5,8,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,17.8,5.1,NA,57,81,44,NA,33.36,12.97,NA,NA,1,14,NA,NA,NA,NA,NA,NA
"749","Chuquisaca",2022,5,9,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,17.5,4.7,NA,56,84,36,NA,24.09,7.41,NA,NA,1,16,NA,NA,NA,NA,NA,NA
"750","Chuquisaca",2022,5,10,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,21,7.1,NA,52,87,31,NA,25.94,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA
"751","Chuquisaca",2022,5,11,NA,"Alcantarí_Aeropuerto",10602,-65.149167,-19.238333,3112,0,NA,NA,17.7,7,NA,59,79,39,NA,22.24,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA
