"","depto","gestion","mes","dia","hora","estacion","numestac","longitud","latitud","altura","precip","temp","tempmed","tempmax","tempmin","humed","humedmedia","humedmax","humedmin","velmedia","velmax","velmin","dirvient","dirvientmed","dirvientmax","dirvientmin","eto","nubo","presion","presionmed","presionmax","presionmin"
"6079","Oruro",2022,9,30,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,19,-5,NA,NA,NA,NA,TRUE,20,10,NA,NA,14,16,NA,TRUE,NA,NA,NA,NA
"6080","Oruro",2022,10,1,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20,1.2,NA,NA,NA,NA,TRUE,55,10,NA,NA,16,14,NA,TRUE,NA,NA,NA,NA
"6081","Oruro",2022,10,2,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.5,0.5,NA,NA,NA,NA,TRUE,60,5,NA,NA,2,2,NA,TRUE,NA,NA,NA,NA
"6082","Oruro",2022,10,3,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.2,3,NA,NA,NA,NA,TRUE,60,5,NA,NA,14,2,NA,TRUE,NA,NA,NA,NA
"6083","Oruro",2022,10,4,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,19.7,-1.3,NA,NA,NA,NA,TRUE,55,10,NA,NA,14,16,NA,TRUE,NA,NA,NA,NA
"6084","Oruro",2022,10,5,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.5,-2.5,NA,NA,NA,NA,TRUE,45,12,NA,NA,16,2,NA,TRUE,NA,NA,NA,NA
"6085","Oruro",2022,10,6,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,18,-4.7,NA,NA,NA,NA,TRUE,50,12,NA,NA,2,2,NA,TRUE,NA,NA,NA,NA
"6086","Oruro",2022,10,7,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.9,-4.5,NA,NA,NA,NA,TRUE,55,10,NA,NA,2,14,NA,TRUE,NA,NA,NA,NA
"6087","Oruro",2022,10,8,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21,-4.2,NA,NA,NA,NA,TRUE,60,5,NA,NA,16,2,NA,TRUE,NA,NA,NA,NA
"6088","Oruro",2022,10,9,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.2,-2.7,NA,NA,NA,NA,TRUE,55,5,NA,NA,12,16,NA,TRUE,NA,NA,NA,NA
"6089","Oruro",2022,10,10,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.5,-2.9,NA,NA,NA,NA,TRUE,65,10,NA,NA,2,14,NA,TRUE,NA,NA,NA,NA
"6090","Oruro",2022,10,11,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22,-4.2,NA,NA,NA,NA,TRUE,45,5,NA,NA,16,16,NA,TRUE,NA,NA,NA,NA
"6091","Oruro",2022,10,12,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.3,-5.6,NA,NA,NA,NA,TRUE,40,8,NA,NA,2,16,NA,TRUE,NA,NA,NA,NA
"6092","Oruro",2022,10,13,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,16.7,-5.7,NA,NA,NA,NA,TRUE,45,12,NA,NA,12,12,NA,TRUE,NA,NA,NA,NA
"6093","Oruro",2022,10,14,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21,-0.9,NA,NA,NA,NA,TRUE,55,10,NA,NA,12,14,NA,TRUE,NA,NA,NA,NA
"6094","Oruro",2022,10,15,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.8,1.5,NA,NA,NA,NA,TRUE,40,5,NA,NA,2,2,NA,TRUE,NA,NA,NA,NA
"6095","Oruro",2022,10,16,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.3,2,NA,NA,NA,NA,TRUE,60,10,NA,NA,2,16,NA,TRUE,NA,NA,NA,NA
"6096","Oruro",2022,10,17,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,19.9,2.1,NA,NA,NA,NA,TRUE,45,10,NA,NA,16,2,NA,TRUE,NA,NA,NA,NA
"6097","Oruro",2022,10,18,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.5,1.2,NA,NA,NA,NA,TRUE,55,5,NA,NA,12,16,NA,TRUE,NA,NA,NA,NA
"6098","Oruro",2022,10,19,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23.4,1.7,NA,NA,NA,NA,TRUE,50,4,NA,NA,4,14,NA,TRUE,NA,NA,NA,NA
"6099","Oruro",2022,10,20,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.1,-3,NA,NA,NA,NA,TRUE,60,5,NA,NA,2,14,NA,TRUE,NA,NA,NA,NA
"6100","Oruro",2022,10,21,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21,-2.7,NA,NA,NA,NA,TRUE,45,2,NA,NA,14,16,NA,TRUE,NA,NA,NA,NA
"6101","Oruro",2022,10,22,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.4,-2.5,NA,NA,NA,NA,TRUE,60,10,NA,NA,14,2,NA,TRUE,NA,NA,NA,NA
"6102","Oruro",2022,10,23,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.2,-2.1,NA,NA,NA,NA,TRUE,55,5,NA,NA,16,2,NA,TRUE,NA,NA,NA,NA
"6103","Oruro",2022,10,24,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.4,-3.2,NA,NA,NA,NA,TRUE,55,2,NA,NA,2,16,NA,TRUE,NA,NA,NA,NA
"6104","Oruro",2022,10,25,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23.2,-5.3,NA,NA,NA,NA,TRUE,60,2,NA,NA,14,14,NA,TRUE,NA,NA,NA,NA
"6105","Oruro",2022,10,26,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23.4,-0.5,NA,NA,NA,NA,TRUE,30,5,NA,NA,2,16,NA,TRUE,NA,NA,NA,NA
"6106","Oruro",2022,10,27,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.4,-0.7,NA,NA,NA,NA,TRUE,50,5,NA,NA,4,2,NA,TRUE,NA,NA,NA,NA
"6107","Oruro",2022,10,28,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20,-1.5,NA,NA,NA,NA,TRUE,40,5,NA,NA,14,16,NA,TRUE,NA,NA,NA,NA
"6108","Oruro",2022,10,29,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.4,-1.3,NA,NA,NA,NA,TRUE,35,2,NA,NA,14,2,NA,TRUE,NA,NA,NA,NA
"6109","Oruro",2022,10,30,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,17.9,-1.9,NA,NA,NA,NA,TRUE,45,10,NA,NA,4,14,NA,TRUE,NA,NA,NA,NA
"6110","Oruro",2022,10,31,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23.8,-2.3,NA,NA,NA,NA,TRUE,60,4,NA,NA,12,2,NA,TRUE,NA,NA,NA,NA
"6111","Oruro",2022,11,1,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.3,-2.3,NA,NA,NA,NA,TRUE,50,5,NA,NA,16,14,NA,TRUE,NA,NA,NA,NA
"6112","Oruro",2022,11,2,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23.5,0,NA,NA,NA,NA,TRUE,70,10,NA,NA,2,16,NA,TRUE,NA,NA,NA,NA
"6113","Oruro",2022,11,3,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23.9,-0.4,NA,NA,NA,NA,TRUE,55,15,NA,NA,14,14,NA,TRUE,NA,NA,NA,NA
"6114","Oruro",2022,11,4,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.2,2.6,NA,NA,NA,NA,TRUE,40,10,NA,NA,16,16,NA,TRUE,NA,NA,NA,NA
"6115","Oruro",2022,11,5,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.8,-1.4,NA,NA,NA,NA,TRUE,30,5,NA,NA,16,16,NA,TRUE,NA,NA,NA,NA
"6116","Oruro",2022,11,6,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23.6,-1.8,NA,NA,NA,NA,TRUE,35,5,NA,NA,2,2,NA,TRUE,NA,NA,NA,NA
"6117","Oruro",2022,11,7,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23.7,3.1,NA,NA,NA,NA,TRUE,40,10,NA,NA,14,14,NA,TRUE,NA,NA,NA,NA
"6118","Oruro",2022,11,8,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23,3,NA,NA,NA,NA,TRUE,40,10,NA,NA,16,14,NA,TRUE,NA,NA,NA,NA
"6119","Oruro",2022,11,9,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.1,3.1,NA,NA,NA,NA,TRUE,50,5,NA,NA,2,16,NA,TRUE,NA,NA,NA,NA
"6120","Oruro",2022,11,10,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21,1.4,NA,NA,NA,NA,TRUE,60,10,NA,NA,16,14,NA,TRUE,NA,NA,NA,NA
"6121","Oruro",2022,11,11,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22,0,NA,NA,NA,NA,TRUE,30,5,NA,NA,2,16,NA,TRUE,NA,NA,NA,NA
"6122","Oruro",2022,11,12,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.5,1.5,NA,NA,NA,NA,TRUE,40,12,NA,NA,16,2,NA,TRUE,NA,NA,NA,NA
"6123","Oruro",2022,11,13,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.2,1,NA,NA,NA,NA,TRUE,60,10,NA,NA,14,16,NA,TRUE,NA,NA,NA,NA
"6124","Oruro",2022,11,14,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.4,-2,NA,NA,NA,NA,TRUE,50,12,NA,NA,16,14,NA,TRUE,NA,NA,NA,NA
"6125","Oruro",2022,11,15,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,24,1.5,NA,NA,NA,NA,TRUE,65,5,NA,NA,6,2,NA,TRUE,NA,NA,NA,NA
"6126","Oruro",2022,11,16,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,24.4,4.1,NA,NA,NA,NA,TRUE,35,10,NA,NA,2,16,NA,TRUE,NA,NA,NA,NA
"6127","Oruro",2022,11,17,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,25.8,4,NA,NA,NA,NA,TRUE,40,5,NA,NA,16,12,NA,TRUE,NA,NA,NA,NA
"6128","Oruro",2022,11,18,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,25,6,NA,NA,NA,NA,TRUE,60,10,NA,NA,16,6,NA,TRUE,NA,NA,NA,NA
"6129","Oruro",2022,11,19,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,25.5,5.8,NA,NA,NA,NA,TRUE,50,12,NA,NA,2,14,NA,TRUE,NA,NA,NA,NA
"6130","Oruro",2022,11,20,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,24.8,4.5,NA,NA,NA,NA,TRUE,25,5,NA,NA,8,14,NA,TRUE,NA,NA,NA,NA
"6131","Oruro",2022,11,21,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.4,4,NA,NA,NA,NA,TRUE,60,10,NA,NA,10,14,NA,TRUE,NA,NA,NA,NA
"6132","Oruro",2022,11,22,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23,6.4,NA,NA,NA,NA,TRUE,50,5,NA,NA,14,16,NA,TRUE,NA,NA,NA,NA
"6133","Oruro",2022,11,23,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,3.5,NA,NA,20,4.9,NA,NA,NA,NA,TRUE,55,12,NA,NA,16,2,NA,TRUE,NA,NA,NA,NA
"6134","Oruro",2022,11,24,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20,3.9,NA,NA,NA,NA,TRUE,70,8,NA,NA,16,2,NA,TRUE,NA,NA,NA,NA
"6135","Oruro",2022,11,25,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.5,4.5,NA,NA,NA,NA,TRUE,35,5,NA,NA,10,16,NA,TRUE,NA,NA,NA,NA
"6136","Oruro",2022,11,26,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.8,4.4,NA,NA,NA,NA,TRUE,40,3,NA,NA,10,2,NA,TRUE,NA,NA,NA,NA
"6137","Oruro",2022,11,27,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.5,5.3,NA,NA,NA,NA,TRUE,30,5,NA,NA,2,2,NA,TRUE,NA,NA,NA,NA
"6138","Oruro",2022,11,28,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.2,5,NA,NA,NA,NA,TRUE,25,10,NA,NA,16,16,NA,TRUE,NA,NA,NA,NA
"6139","Oruro",2022,11,29,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,1.3,NA,NA,22.5,3.4,NA,NA,NA,NA,TRUE,48,12,NA,NA,14,14,NA,TRUE,NA,NA,NA,NA
"6140","Oruro",2022,11,30,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.5,2.1,NA,NA,NA,NA,TRUE,20,15,NA,NA,14,2,NA,TRUE,NA,NA,NA,NA
"6141","Oruro",2022,12,1,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,19.7,0.5,NA,NA,NA,NA,TRUE,20,8,NA,NA,8,14,NA,TRUE,NA,NA,NA,NA
"6142","Oruro",2022,12,2,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.2,2,NA,NA,NA,NA,TRUE,19,5,NA,NA,8,16,NA,TRUE,NA,NA,NA,NA
"6143","Oruro",2022,12,3,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.1,2.5,NA,NA,NA,NA,TRUE,35,17,NA,NA,16,2,NA,TRUE,NA,NA,NA,NA
"6144","Oruro",2022,12,4,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.5,3.1,NA,NA,NA,NA,TRUE,20,12,NA,NA,2,16,NA,TRUE,NA,NA,NA,NA
"6145","Oruro",2022,12,5,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,18.5,2.1,NA,NA,NA,NA,TRUE,19,8,NA,NA,8,2,NA,TRUE,NA,NA,NA,NA
"6146","Oruro",2022,12,6,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,16,3.2,NA,NA,NA,NA,TRUE,27,5,NA,NA,16,16,NA,TRUE,NA,NA,NA,NA
"6147","Oruro",2022,12,7,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,1.2,NA,NA,15.8,3.7,NA,NA,NA,NA,TRUE,30,10,NA,NA,8,2,NA,TRUE,NA,NA,NA,NA
"6148","Oruro",2022,12,8,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0.9,NA,NA,21,3.4,NA,NA,NA,NA,TRUE,40,5,NA,NA,16,16,NA,TRUE,NA,NA,NA,NA
"6149","Oruro",2022,12,9,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,8.4,NA,NA,19.6,4,NA,NA,NA,NA,TRUE,35,12,NA,NA,8,14,NA,TRUE,NA,NA,NA,NA
"6150","Oruro",2022,12,10,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,14.3,NA,NA,19.5,3,NA,NA,NA,NA,TRUE,20,5,NA,NA,16,16,NA,TRUE,NA,NA,NA,NA
"6151","Oruro",2022,12,11,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,17.5,NA,NA,18.2,5.2,NA,NA,NA,NA,TRUE,15,10,NA,NA,16,16,NA,TRUE,NA,NA,NA,NA
"6152","Oruro",2022,12,12,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,17.5,4.3,NA,NA,NA,NA,TRUE,20,10,NA,NA,8,8,NA,TRUE,NA,NA,NA,NA
"6153","Oruro",2022,12,13,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,2.9,NA,NA,16.3,6.5,NA,NA,NA,NA,TRUE,30,5,NA,NA,12,16,NA,TRUE,NA,NA,NA,NA
"6154","Oruro",2022,12,14,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,19.6,7.6,NA,NA,NA,NA,TRUE,45,2,NA,NA,12,2,NA,TRUE,NA,NA,NA,NA
"6155","Oruro",2022,12,15,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,2.4,NA,NA,16.8,5.8,NA,NA,NA,NA,TRUE,20,10,NA,NA,14,14,NA,TRUE,NA,NA,NA,NA
"6156","Oruro",2022,12,16,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,19.4,5.6,NA,NA,NA,NA,TRUE,35,12,NA,NA,16,14,NA,TRUE,NA,NA,NA,NA
"6157","Oruro",2022,12,17,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,13.2,NA,NA,19.3,3.9,NA,NA,NA,NA,TRUE,18,5,NA,NA,16,2,NA,TRUE,NA,NA,NA,NA
"6158","Oruro",2022,12,18,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.2,3.7,NA,NA,NA,NA,TRUE,25,10,NA,NA,8,16,NA,TRUE,NA,NA,NA,NA
"6159","Oruro",2022,12,19,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,19.1,3.4,NA,NA,NA,NA,TRUE,15,15,NA,NA,16,16,NA,TRUE,NA,NA,NA,NA
"6160","Oruro",2022,12,20,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.2,3.9,NA,NA,NA,NA,TRUE,35,10,NA,NA,16,16,NA,TRUE,NA,NA,NA,NA
"6161","Oruro",2022,12,21,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.4,4.7,NA,NA,NA,NA,TRUE,30,5,NA,NA,2,2,NA,TRUE,NA,NA,NA,NA
"6162","Oruro",2022,12,22,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22,5.8,NA,NA,NA,NA,TRUE,20,10,NA,NA,2,2,NA,TRUE,NA,NA,NA,NA
"6163","Oruro",2022,12,23,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.3,5.3,NA,NA,NA,NA,TRUE,25,5,NA,NA,2,2,NA,TRUE,NA,NA,NA,NA
"6164","Oruro",2022,12,24,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.5,4.6,NA,NA,NA,NA,TRUE,30,5,NA,NA,16,14,NA,TRUE,NA,NA,NA,NA
"6165","Oruro",2022,12,25,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.3,3.9,NA,NA,NA,NA,TRUE,25,10,NA,NA,16,14,NA,TRUE,NA,NA,NA,NA
"6166","Oruro",2022,12,26,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.2,4.3,NA,NA,NA,NA,TRUE,30,12,NA,NA,8,12,NA,TRUE,NA,NA,NA,NA
"6167","Oruro",2022,12,27,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.9,4.1,NA,NA,NA,NA,TRUE,50,5,NA,NA,2,14,NA,TRUE,NA,NA,NA,NA
"6168","Oruro",2022,12,28,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23,3.4,NA,NA,NA,NA,TRUE,55,5,NA,NA,8,16,NA,TRUE,NA,NA,NA,NA
"6169","Oruro",2022,12,29,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.4,3.8,NA,NA,NA,NA,TRUE,50,5,NA,NA,8,14,NA,TRUE,NA,NA,NA,NA
"6170","Oruro",2022,12,30,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.5,5.9,NA,NA,NA,NA,TRUE,30,10,NA,NA,2,16,NA,TRUE,NA,NA,NA,NA
"6171","Oruro",2022,12,31,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,2.1,NA,NA,21.4,4.3,NA,NA,NA,NA,TRUE,35,7,NA,NA,2,2,NA,TRUE,NA,NA,NA,NA
"6172","Oruro",2023,1,1,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,15.4,NA,NA,19.7,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6173","Oruro",2023,1,2,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,4.2,NA,NA,20.1,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6174","Oruro",2023,1,3,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6175","Oruro",2023,1,4,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,2.4,NA,NA,20,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6176","Oruro",2023,1,5,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,1.6,NA,NA,20.4,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6177","Oruro",2023,1,6,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,1.1,NA,NA,17.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6178","Oruro",2023,1,7,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0.7,NA,NA,19.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6179","Oruro",2023,1,8,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0.4,NA,NA,19.2,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6180","Oruro",2023,1,9,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,2.5,NA,NA,21,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6181","Oruro",2023,1,10,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6182","Oruro",2023,1,11,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.5,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6183","Oruro",2023,1,12,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23.2,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6184","Oruro",2023,1,13,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6185","Oruro",2023,1,14,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23.4,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6186","Oruro",2023,1,15,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,19.3,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6187","Oruro",2023,1,16,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,23.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6188","Oruro",2023,1,17,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.7,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6189","Oruro",2023,1,18,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,22.6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6190","Oruro",2023,1,19,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,19,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6191","Oruro",2023,1,20,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,17.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6192","Oruro",2023,1,21,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,20.1,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6193","Oruro",2023,1,22,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,0,NA,NA,21.3,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6194","Oruro",2023,1,23,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,8.6,NA,NA,22.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6195","Oruro",2023,1,24,NA,"Cabaña Forestal Oruro",40101,-67.08,-17.974722,3706,2.5,NA,NA,23.1,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
